file_name,Корреспондент (Отправитель),Дата письма,Номер письма (Reference),Адресат (Получатель),Подписант (Подпись),Доп. информация
01710_L.tif,Gabriel Anna,,01710,Banque Débit\nLyonnais,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: GABRIEL Anna"
01714_L.tif,Melle ALARCON Emma,,01714,MANIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: ALARCON Emma"
01722_L.tif,FOUCHER Constance,01/01/2007 (Lapartroie),01722,BAAF,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: FOUCHER Constance"
01711_L.tif,ROUSSE Luc,24/12/2006 (le Bonhomme),01711,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: ROUSSE Luc"
01715_L.tif,Poupon Manon,26/12/2006 (Altrippe),01715,Trésorerie des impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: POUPON Manon"
01718_L.tif,LOUIS JUND,26/12/2006 (Hérimoncourt),01718,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: JUND Louis"
01744_L.tif,SOUFFLET Pascal,,01744,POLICE NATIONALE,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: SOUFFLET Pascal"
01730_L.tif,Perroud Mare Andrée,26/12/2006 (Lomblaine),01730,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: , Автор: PERROUD Marie-andree"
01740_L.tif,Duquenne Manon,,01740,Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DUQUENNE Manon"
01734_L.tif,Des Jardins Danièle,03/01/2007,01734,SépaFR Téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: DESJARDINS Daniele"
01727_L.tif,Monsieur JEANNEAU Benoit,16/12/2006 (Brest),01727,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: JEANNEAU Benoit"
01735_L.tif,Melle CARTERON Luna,,01735,"Mensuel ""Fleurs et Merguez""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: CARTERON Luna"
01731_L.tif,Mlle PASTOR Viviane,,01731,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PASTOR Viviane"
01743_L.tif,Jean BRUNO,,01743,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BRUNO Jean"
01738_L.tif,Corine Simard,26/12/2006 (Paris),01738,Banque Société géniale,"[Рукописная подпись, текст не распознан]","Сценарий: , Автор: SIMARD Corine"
01737_L.tif,CHRETIEN Jean-Louis,02/01/2007 (Flayosc),01737,CAF - Caisse d'Allocations Familiales,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: CHRETIEN Jean-louis"
01729_L.tif,Mlle Nicole Tarré,,01729,Service abonnement,"[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: CARRE Nicole"
01736_L.tif,Marion VERWAERDE,28/12/2006 (Vezelise),01736,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: VERWAERDE Marion"
01739_L.tif,Vera Mariam,,01739,Banque Debit Lyonais,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: VERA Mariam"
01733_L.tif,BARDOT YVON,29/12/2006,01733,BMP,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: BARDOT Yvon"
01741_L.tif,COTE Joëlle,,01741,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: COTE Joelle"
01725_L.tif,PASCAL Pierre,27/12/2006,01725,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: PASCAL Pierre"
01732_L.tif,Ameline Louise,21/12/2006 (Marspich),01732,Trésorerie des Impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: AMELINE Louise"
01726_L.tif,ROUGE Patricia,27/12/2006 (LOCQUIREC),01726,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: ROUGE Patricia"
01742_L.tif,ALPHONSE Jean-Luc,,01742,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: ALPHONSE Jean-luc"
01728_L.tif,Carbonnel Patricia,31/12/2006 (Ranurpt),01728,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: CARBONNEL Patricia"
01761_L.tif,SALVADOR Brigitte,28/12/2006,01761,La Redoute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: SALVADOR Brigitte"
01746_L.tif,Samuel CRUZ,,01746,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: CRUZ Samuel"
01760_L.tif,Francis Ouali,04/01/2007 (Kalhausen),01760,Société Générale,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: OUALI Francis"
01756_L.tif,Estelle PUJO,01/01/2007 (Dolleren),01756,Mairie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: PUJO Estelle"
01747_L.tif,BARRET Jean-Claude,,01747,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BARRET Jean-claude"
01751_L.tif,Alain Baret,03/01/2007 (La Wantzenau),01751,Destinataire : Monsieur le Maire de Petite Ile,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: BARET Alain"
01758_L.tif,Julien MELLIER,03/01/2007,01758,BMP-Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: MELLIER Julien"
01757_L.tif,WEBER Sylvie,03/01/2007,01757,Banque Société Geniale,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: WEBER Sylvie"
01750_L.tif,BERTHOU Christian,02/01/2007,01750,NAIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BERTHOU Christian"
01745_L.tif,EVANNO BRIGITTE,03/01/2007 (VAULNAVEYS LE HAUT),01745,NAIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: EVANNO Brigitte"
01748_L.tif,Christian Bordas.,,01748,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: BORDAS Christian"
01752_L.tif,ISRAEL Sofiane,,01752,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: ISRAEL Sofiane"
01755_L.tif,Benjamin Gustin,02/01/2007 (La Chapelle sous chaux),01755,,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: GUSTIN Benjamin"
01749_L.tif,Christine Charpentier,,01749,EDF,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: CHARPENTIER Christine"
01754_L.tif,Me BENHAMMOU NICOLE,15/12/2006 (STUNDWILLER),01754,Les TROIS SUIFS,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BENHAMMOU Nicole"
